step	op	A_coord	B_coord
8411	GAP_A	NA	2175458
8414	GAP_A	NA	2176498
8418	GAP_A	NA	2178153
8420	GAP_B	1539233	NA
8422	GAP_A	NA	2179597
8426	GAP_A	NA	2180417
8428	GAP_B	1540343	NA
8431	GAP_B	1541137	NA
8432	GAP_B	1541519	NA
8438	GAP_A	NA	2181887
8441	GAP_A	NA	2182553
8444	GAP_B	1543382	NA
8448	GAP_B	1545050	NA
8453	GAP_B	1546176	NA
8456	GAP_B	1547646	NA
8460	GAP_A	NA	2186341
8462	GAP_A	NA	2186800
8464	GAP_A	NA	2187334
8466	GAP_A	NA	2187691
8472	GAP_B	1549790	NA
8477	GAP_A	NA	2189531
8481	GAP_A	NA	2190131
8484	GAP_A	NA	2190796
8489	GAP_A	NA	2192278
8491	GAP_A	NA	2192575
8492	GAP_A	NA	2192983
8495	GAP_A	NA	2194126
8497	GAP_A	NA	2194962
8498	GAP_B	1553268	NA
8500	GAP_A	NA	2196020
8504	GAP_A	NA	2197141
8509	GAP_A	NA	2198002
8510	GAP_A	NA	2198344
8511	GAP_A	NA	2198352
8513	GAP_A	NA	2198636
8516	GAP_A	NA	2199065
8517	GAP_A	NA	2199178
8518	GAP_A	NA	2199540
8528	GAP_A	NA	2202332
8529	GAP_A	NA	2202419
8530	GAP_A	NA	2202578
8533	GAP_B	1558143	NA
8535	GAP_A	NA	2203176
8538	GAP_A	NA	2203822
8540	GAP_A	NA	2204045
8544	GAP_A	NA	2204825
8552	GAP_A	NA	2206210
8555	GAP_A	NA	2207528
8557	GAP_A	NA	2208647
8558	GAP_A	NA	2208659
8561	GAP_A	NA	2209589
8570	GAP_A	NA	2211568
8571	GAP_A	NA	2211887
8572	GAP_A	NA	2212193
8573	GAP_A	NA	2213048
8575	GAP_A	NA	2213862
8576	GAP_A	NA	2214313
8579	GAP_A	NA	2214603
8581	GAP_A	NA	2214811
8587	GAP_A	NA	2216995
8589	GAP_A	NA	2217836
8591	GAP_A	NA	2218615
8592	GAP_A	NA	2218663
8594	GAP_A	NA	2219410
8595	GAP_A	NA	2219617
8602	GAP_A	NA	2221711
8604	GAP_A	NA	2221830
8605	GAP_A	NA	2221921
8607	GAP_A	NA	2222343
8608	GAP_A	NA	2222733
8609	GAP_A	NA	2223417
8610	GAP_A	NA	2223528
8615	GAP_B	1568547	NA
8616	GAP_B	1569084	NA
8620	GAP_A	NA	2225048
8622	GAP_A	NA	2225375
8630	GAP_A	NA	2227026
8633	GAP_B	1572649	NA
8635	GAP_A	NA	2228553
8636	GAP_A	NA	2229031
8639	GAP_B	1573122	NA
8641	GAP_B	1574085	NA
8643	GAP_A	NA	2230421
8644	GAP_A	NA	2231059
8646	GAP_A	NA	2231912
8647	GAP_A	NA	2232385
8648	GAP_A	NA	2232814
8649	GAP_A	NA	2234004
8652	GAP_A	NA	2234983
8657	GAP_A	NA	2236469
8659	GAP_A	NA	2236794
8667	GAP_A	NA	2238360
8669	GAP_A	NA	2238813
8671	GAP_A	NA	2239070
8673	GAP_B	1579216	NA
8676	GAP_A	NA	2240982
8681	GAP_A	NA	2241941
8685	GAP_B	1583534	NA
8690	GAP_A	NA	2244440
8692	GAP_B	1584532	NA
8693	GAP_B	1584586	NA
8695	GAP_A	NA	2245651
8698	GAP_A	NA	2246504
8700	GAP_A	NA	2247225
8702	GAP_A	NA	2247632
8704	GAP_B	1586317	NA
8706	GAP_A	NA	2248646
8707	GAP_A	NA	2248755
8709	GAP_A	NA	2248909
8711	GAP_A	NA	2249416
8714	GAP_A	NA	2249632
8717	GAP_A	NA	2250235
8718	GAP_A	NA	2250340
8720	GAP_A	NA	2250813
8721	GAP_A	NA	2250891
8723	GAP_B	1588688	NA
8724	GAP_B	1589715	NA
8725	GAP_B	1589721	NA
8727	GAP_B	1591128	NA
8732	GAP_A	NA	2252957
8735	GAP_A	NA	2253297
8736	GAP_A	NA	2253339
8737	GAP_B	1592865	NA
8740	GAP_A	NA	2253725
8741	GAP_B	1593689	NA
8742	GAP_B	1594306	NA
8746	GAP_A	NA	2254079
8747	GAP_A	NA	2254860
8748	GAP_A	NA	2254940
8750	GAP_A	NA	2255370
8752	GAP_B	1595983	NA
8754	GAP_A	NA	2257389
8757	GAP_A	NA	2258981
8759	GAP_A	NA	2259361
8760	GAP_A	NA	2259493
8764	GAP_A	NA	2260968
8768	GAP_B	1600319	NA
8772	GAP_A	NA	2262175
8773	GAP_B	1601175	NA
8775	GAP_A	NA	2263299
8776	GAP_A	NA	2263848
8781	GAP_B	1602110	NA
8783	GAP_A	NA	2264610
8785	GAP_B	1602883	NA
8789	GAP_A	NA	2266278
8795	GAP_A	NA	2267382
8796	GAP_A	NA	2267852
8798	GAP_A	NA	2269012
8799	GAP_A	NA	2269585
8809	GAP_A	NA	2272424
8815	GAP_B	1608241	NA
8817	GAP_A	NA	2273639
8819	GAP_A	NA	2276437
8823	GAP_A	NA	2278498
8824	GAP_A	NA	2278637
8829	GAP_B	1610851	NA
8830	GAP_B	1611449	NA
8831	GAP_B	1611806	NA
8835	GAP_A	NA	2280953
8836	GAP_B	1613317	NA
8840	GAP_B	1614478	NA
8842	GAP_A	NA	2281709
8843	GAP_A	NA	2282819
8844	GAP_A	NA	2283469
8846	GAP_A	NA	2284569
8847	GAP_B	1615294	NA
8849	GAP_A	NA	2286010
8850	GAP_A	NA	2286524
8851	GAP_A	NA	2288435
8852	GAP_A	NA	2288856
8855	GAP_A	NA	2289697
8857	GAP_A	NA	2292854
8859	GAP_A	NA	2296490
8862	GAP_A	NA	2297961
8866	GAP_A	NA	2298868
8867	GAP_A	NA	2299200
8872	GAP_B	1618419	NA
8874	GAP_A	NA	2301450
8877	GAP_B	1619623	NA
8880	GAP_A	NA	2302450
8882	GAP_B	1621457	NA
8883	GAP_B	1622446	NA
8888	GAP_B	1624173	NA
8890	GAP_B	1624976	NA
8892	GAP_B	1625439	NA
8900	GAP_A	NA	2306114
8902	GAP_B	1628005	NA
8905	GAP_A	NA	2306849
8908	GAP_B	1629294	NA
8911	GAP_B	1630177	NA
8914	GAP_A	NA	2308746
8917	GAP_A	NA	2308958
8918	GAP_A	NA	2309965
8920	GAP_A	NA	2311462
8923	GAP_B	1631514	NA
8925	GAP_B	1632378	NA
8929	GAP_A	NA	2314930
8930	GAP_A	NA	2315313
8933	GAP_A	NA	2315633
8935	GAP_B	1635448	NA
8938	GAP_B	1636138	NA
8944	GAP_A	NA	2318905
8945	GAP_B	1638006	NA
8946	GAP_B	1638033	NA
8948	GAP_A	NA	2319404
8951	GAP_A	NA	2322267
8953	GAP_A	NA	2322460
8954	GAP_A	NA	2322476
8955	GAP_A	NA	2322497
8957	GAP_B	1641257	NA
8958	GAP_B	1642100	NA
8960	GAP_A	NA	2322906
8963	GAP_B	1643565	NA
8966	GAP_B	1645238	NA
8967	GAP_B	1645973	NA
8969	GAP_B	1647163	NA
8972	GAP_B	1647687	NA
8977	GAP_A	NA	2327600
8981	GAP_B	1651189	NA
8986	GAP_A	NA	2328648
8988	GAP_A	NA	2328720
8989	GAP_B	1652176	NA
8992	GAP_A	NA	2329392
8997	GAP_B	1653662	NA
8998	GAP_B	1654147	NA
8999	GAP_B	1654993	NA
9023	GAP_B	1660183	NA
9054	GAP_B	1666742	NA
9072	GAP_B	1672041	NA
9074	GAP_B	1672294	NA
9081	GAP_A	NA	2348059
9083	GAP_B	1673923	NA
9120	GAP_A	NA	2359795
9152	GAP_A	NA	2368296
9158	GAP_B	1694748	NA
9162	GAP_A	NA	2370128
9163	GAP_A	NA	2370318
9164	GAP_A	NA	2370469
9176	GAP_A	NA	2373886
9177	GAP_B	1698970	NA
9178	GAP_B	1699503	NA
9182	GAP_A	NA	2374725
9186	GAP_A	NA	2376127
9188	GAP_A	NA	2376426
9223	GAP_B	1709458	NA
9239	GAP_A	NA	2388187
9255	GAP_A	NA	2391457
9264	GAP_A	NA	2392848
9290	GAP_A	NA	2400182
9295	GAP_A	NA	2401340
9296	GAP_B	1726420	NA
9297	GAP_B	1726699	NA
9303	GAP_A	NA	2402571
9314	GAP_A	NA	2404693
9315	GAP_B	1729773	NA
9316	GAP_B	1730268	NA
9329	GAP_B	1733307	NA
9337	GAP_A	NA	2410642
9338	GAP_B	1735721	NA
9339	GAP_B	1736014	NA
9343	GAP_A	NA	2412810
9348	GAP_B	1738709	NA
9351	GAP_A	NA	2414469
9352	GAP_A	NA	2415010
9353	GAP_B	1739564	NA
9375	GAP_A	NA	2420260
9437	GAP_A	NA	2436140
9438	GAP_B	1761233	NA
9439	GAP_B	1761262	NA
9440	GAP_B	1761617	NA
9460	GAP_A	NA	2442824
9464	GAP_B	1768211	NA
9473	GAP_A	NA	2444904
9475	GAP_A	NA	2444952
9496	GAP_A	NA	2450712
9500	GAP_A	NA	2451258
9501	GAP_B	1776348	NA
9502	GAP_B	1776617	NA
9508	GAP_B	1778031	NA
9540	GAP_A	NA	2459717
9556	GAP_A	NA	2462803
9566	GAP_A	NA	2465330
9567	GAP_B	1790415	NA
9568	GAP_B	1791245	NA
9569	GAP_B	1791465	NA
9596	GAP_B	1796801	NA
9600	GAP_B	1797553	NA
9619	GAP_A	NA	2477861
9621	GAP_B	1803486	NA
9644	GAP_B	1811410	NA
9650	GAP_A	NA	2488362
9651	GAP_B	1813447	NA
9652	GAP_B	1813784	NA
9660	GAP_B	1815221	NA
9661	GAP_B	1815516	NA
9664	GAP_B	1815992	NA
9667	GAP_A	NA	2490615
9668	GAP_B	1816678	NA
9673	GAP_A	NA	2492621
9680	GAP_B	1819730	NA
9698	GAP_B	1825310	NA
9703	GAP_A	NA	2501413
9720	GAP_A	NA	2505635
9723	GAP_B	1831243	NA
9730	GAP_B	1832898	NA
9753	GAP_A	NA	2512622
9762	GAP_A	NA	2515312
9766	GAP_A	NA	2516282
9767	GAP_B	1841567	NA
9768	GAP_B	1841975	NA
9771	GAP_B	1842577	NA
9775	GAP_B	1844360	NA
9803	GAP_A	NA	2524861
9804	GAP_A	NA	2525856
9805	GAP_A	NA	2526140
9806	GAP_B	1850146	NA
9808	GAP_A	NA	2526793
9818	GAP_A	NA	2528521
9819	GAP_A	NA	2530638
9820	GAP_B	1853015	NA
9830	GAP_A	NA	2532694
9831	GAP_B	1855874	NA
9832	GAP_B	1856412	NA
9837	GAP_A	NA	2535382
9838	GAP_A	NA	2535891
9839	GAP_B	1858577	NA
9841	GAP_A	NA	2536991
9854	GAP_B	1863744	NA
9860	GAP_B	1864940	NA
9874	GAP_A	NA	2545017
9898	GAP_A	NA	2551179
9904	GAP_B	1876466	NA
9916	GAP_A	NA	2555695
9945	GAP_A	NA	2563158
9980	GAP_B	1894510	NA
9982	GAP_A	NA	2571954
9986	GAP_B	1895647	NA
9995	GAP_B	1898715	NA
10036	GAP_A	NA	2586667
10037	GAP_A	NA	2586836
10038	GAP_A	NA	2587120
10040	GAP_B	1910083	NA
10043	GAP_B	1911635	NA
10055	GAP_A	NA	2590379
10056	GAP_A	NA	2590679
10057	GAP_A	NA	2590686
10058	GAP_B	1913342	NA
10065	GAP_B	1916155	NA
10077	GAP_B	1918126	NA
10087	GAP_A	NA	2597875
10125	GAP_B	1928028	NA
10133	GAP_B	1930203	NA
10135	GAP_A	NA	2607677
10197	GAP_B	1947548	NA
10201	GAP_B	1948535	NA
10206	GAP_A	NA	2626758
10210	GAP_A	NA	2626964
10238	GAP_B	1954912	NA
10250	GAP_B	1956582	NA
10260	GAP_B	1959303	NA
10273	GAP_B	1961051	NA
10282	GAP_A	NA	2639187
10291	GAP_A	NA	2641075
10315	GAP_A	NA	2645373
10325	GAP_B	1969667	NA
10371	GAP_A	NA	2655606
10372	GAP_B	1978467	NA
10376	GAP_B	1980934	NA
10388	GAP_B	1983878	NA
10391	GAP_B	1984109	NA
10393	GAP_A	NA	2660844
10404	GAP_A	NA	2664755
10409	GAP_A	NA	2666711
10410	GAP_A	NA	2667366
10411	GAP_A	NA	2667397
10412	GAP_A	NA	2667450
10414	GAP_A	NA	2668536
10415	GAP_A	NA	2669060
10417	GAP_A	NA	2670039
10418	GAP_A	NA	2670237
10419	GAP_A	NA	2670487
10421	GAP_A	NA	2670893
10424	GAP_A	NA	2671619
10425	GAP_A	NA	2672117
10426	GAP_A	NA	2672149
10427	GAP_A	NA	2673102
10429	GAP_A	NA	2674117
10431	GAP_A	NA	2674309
10432	GAP_A	NA	2674677
10433	GAP_A	NA	2674924
10434	GAP_A	NA	2674972
10435	GAP_A	NA	2675059
10436	GAP_A	NA	2675599
10437	GAP_A	NA	2676001
10438	GAP_A	NA	2676510
10439	GAP_A	NA	2677128
10441	GAP_A	NA	2677691
10442	GAP_A	NA	2678087
10443	GAP_A	NA	2678296
10444	GAP_A	NA	2680040
10445	GAP_A	NA	2681354
10446	GAP_A	NA	2681528
10448	GAP_A	NA	2681884
10450	GAP_A	NA	2683018
10451	GAP_A	NA	2683108
10452	GAP_A	NA	2683276
10453	GAP_A	NA	2683594
10454	GAP_A	NA	2683883
10455	GAP_A	NA	2684340
10456	GAP_A	NA	2684366
10457	GAP_A	NA	2684637
10458	GAP_A	NA	2684744
10459	GAP_A	NA	2684847
10461	GAP_A	NA	2685088
10462	GAP_A	NA	2685157
10463	GAP_A	NA	2686458
10464	GAP_A	NA	2686507
10466	GAP_A	NA	2687387
10467	GAP_A	NA	2687559
10469	GAP_A	NA	2688063
10470	GAP_A	NA	2688225
10471	GAP_A	NA	2688507
10472	GAP_A	NA	2688672
10473	GAP_A	NA	2688879
10474	GAP_A	NA	2689720
10476	GAP_A	NA	2689755
10477	GAP_A	NA	2690002
10478	GAP_A	NA	2690376
10479	GAP_A	NA	2690570
10480	GAP_A	NA	2690684
10487	GAP_A	NA	2692358
10517	GAP_A	NA	2699668
10518	GAP_B	2002187	NA
10519	GAP_B	2002378	NA
10549	GAP_A	NA	2707721
10550	GAP_A	NA	2708239
10551	GAP_A	NA	2708353
10552	GAP_A	NA	2708755
10553	GAP_A	NA	2709372
10555	GAP_A	NA	2710070
10557	GAP_B	2010276	NA
10562	GAP_A	NA	2711330
10573	GAP_B	2013903	NA
10591	GAP_A	NA	2717002
10593	GAP_B	2017561	NA
10600	GAP_A	NA	2717828
10611	GAP_B	2020812	NA
10633	GAP_B	2026484	NA
10640	GAP_A	NA	2728841
10650	GAP_A	NA	2731290
10653	GAP_A	NA	2732322
10654	GAP_A	NA	2732370
10655	GAP_A	NA	2732457
10656	GAP_A	NA	2733042
10657	GAP_A	NA	2733352
10658	GAP_A	NA	2733520
10659	GAP_A	NA	2733570
10662	GAP_A	NA	2734531
10663	GAP_A	NA	2734828
10665	GAP_A	NA	2735745
10666	GAP_A	NA	2737178
10667	GAP_A	NA	2737344
10669	GAP_A	NA	2737749
10670	GAP_B	2032697	NA
10674	GAP_A	NA	2739026
10675	GAP_A	NA	2739143
10677	GAP_A	NA	2739389
10679	GAP_A	NA	2739557
10680	GAP_A	NA	2739608
10682	GAP_A	NA	2740085
10683	GAP_A	NA	2740321
10684	GAP_A	NA	2740346
10686	GAP_A	NA	2740941
10687	GAP_A	NA	2741583
10689	GAP_A	NA	2742324
10690	GAP_A	NA	2742654
10693	GAP_A	NA	2744529
10694	GAP_A	NA	2748414
10695	GAP_A	NA	2748693
10696	GAP_A	NA	2754082
10697	GAP_A	NA	2755915
10698	GAP_A	NA	2755973
10699	GAP_A	NA	2755999
10700	GAP_A	NA	2756242
10702	GAP_A	NA	2756423
10703	GAP_A	NA	2756687
10706	GAP_A	NA	2757275
10707	GAP_A	NA	2757529
10710	GAP_A	NA	2758046
10711	GAP_A	NA	2758239
10712	GAP_A	NA	2758517
10713	GAP_A	NA	2758686
10716	GAP_A	NA	2759332
10717	GAP_A	NA	2759640
10718	GAP_A	NA	2759966
10720	GAP_A	NA	2760486
10721	GAP_A	NA	2760747
10725	GAP_A	NA	2761035
10726	GAP_A	NA	2761192
10727	GAP_A	NA	2761408
10728	GAP_A	NA	2762744
10731	GAP_A	NA	2763352
10732	GAP_A	NA	2763872
10733	GAP_A	NA	2763911
10736	GAP_A	NA	2764318
10737	GAP_A	NA	2764421
10739	GAP_A	NA	2765023
10740	GAP_A	NA	2765144
10741	GAP_A	NA	2765257
10742	GAP_A	NA	2765562
10743	GAP_A	NA	2765771
10744	GAP_A	NA	2766032
10745	GAP_A	NA	2766107
10746	GAP_A	NA	2766167
10747	GAP_A	NA	2766207
10748	GAP_A	NA	2766286
10749	GAP_A	NA	2766579
10750	GAP_A	NA	2766789
10751	GAP_A	NA	2767014
10752	GAP_A	NA	2767202
10753	GAP_A	NA	2767550
10754	GAP_A	NA	2767768
10755	GAP_A	NA	2768610
10756	GAP_A	NA	2770028
10757	GAP_A	NA	2770107
10758	GAP_A	NA	2771702
10759	GAP_A	NA	2771926
10760	GAP_A	NA	2772043
10761	GAP_A	NA	2772412
10762	GAP_A	NA	2772539
10763	GAP_A	NA	2772763
10764	GAP_A	NA	2773670
10765	GAP_A	NA	2773799
10766	GAP_A	NA	2773879
10767	GAP_A	NA	2773990
10769	GAP_A	NA	2775666
10772	GAP_A	NA	2776636
10773	GAP_A	NA	2777254
10775	GAP_A	NA	2778106
10776	GAP_A	NA	2778220
10777	GAP_A	NA	2780645
10778	GAP_A	NA	2781160
10779	GAP_A	NA	2781477
10780	GAP_A	NA	2781708
10781	GAP_A	NA	2781882
10782	GAP_A	NA	2781923
10783	GAP_A	NA	2781939
10784	GAP_A	NA	2782008
10786	GAP_A	NA	2782683
10787	GAP_A	NA	2782811
10788	GAP_A	NA	2782966
10790	GAP_A	NA	2783055
10792	GAP_A	NA	2785231
10793	GAP_A	NA	2785441
10794	GAP_A	NA	2785542
10795	GAP_A	NA	2785558
10796	GAP_A	NA	2786074
10797	GAP_A	NA	2786094
10798	GAP_A	NA	2786359
10799	GAP_A	NA	2786413
10800	GAP_A	NA	2786590
10801	GAP_A	NA	2786635
10802	GAP_A	NA	2786662
10803	GAP_A	NA	2786865
10804	GAP_A	NA	2786893
10805	GAP_A	NA	2787075
10806	GAP_A	NA	2787247
10807	GAP_A	NA	2787319
10808	GAP_A	NA	2787493
10809	GAP_A	NA	2787954
10810	GAP_A	NA	2788023
10811	GAP_A	NA	2788177
10829	GAP_A	NA	2793074
10830	GAP_A	NA	2793683
10837	GAP_A	NA	2796312
10838	GAP_A	NA	2796329
10846	GAP_B	2052152	NA
10850	GAP_A	NA	2798509
10860	GAP_A	NA	2800410
10871	GAP_A	NA	2802812
10872	GAP_A	NA	2803116
10873	GAP_B	2056974	NA
10881	GAP_A	NA	2807272
10882	GAP_B	2061437	NA
10886	GAP_B	2063190	NA
10887	GAP_B	2063621	NA
10890	GAP_A	NA	2810255
10894	GAP_A	NA	2811647
10895	GAP_A	NA	2812338
10898	GAP_A	NA	2812937
10899	GAP_A	NA	2813743
10901	GAP_A	NA	2814101
10902	GAP_A	NA	2814139
10904	GAP_B	2066801	NA
10909	GAP_B	2069394	NA
10912	GAP_B	2070123	NA
10913	GAP_B	2071316	NA
10914	GAP_B	2071335	NA
10915	GAP_B	2071348	NA
10917	GAP_B	2074801	NA
10920	GAP_B	2075119	NA
10922	GAP_B	2075239	NA
10925	GAP_A	NA	2817902
10926	GAP_A	NA	2819438
10927	GAP_B	2075828	NA
10928	GAP_B	2076067	NA
10929	GAP_B	2076242	NA
10930	GAP_B	2076280	NA
10949	GAP_A	NA	2828633
10967	GAP_B	2089151	NA
10971	GAP_B	2089785	NA
10973	GAP_B	2090120	NA
10980	GAP_A	NA	2833367
10988	GAP_B	2093113	NA
11017	GAP_B	2097718	NA
11020	GAP_B	2098556	NA
11031	GAP_A	NA	2842848
11034	GAP_A	NA	2843526
11035	GAP_A	NA	2843760
11036	GAP_A	NA	2844100
11038	GAP_A	NA	2844744
11039	GAP_A	NA	2845159
11040	GAP_A	NA	2845828
11045	GAP_A	NA	2846519
11049	GAP_B	2102911	NA
11050	GAP_B	2103704	NA
11051	GAP_B	2104741	NA
11053	GAP_B	2105078	NA
11055	GAP_A	NA	2847772
11058	GAP_A	NA	2850025
11059	GAP_A	NA	2850106
11061	GAP_A	NA	2850575
11062	GAP_A	NA	2850883
11064	GAP_A	NA	2851029
11065	GAP_A	NA	2851099
11067	GAP_A	NA	2851847
11068	GAP_A	NA	2852435
11070	GAP_A	NA	2854535
11071	GAP_B	2108946	NA
11073	GAP_B	2110664	NA
11076	GAP_A	NA	2856402
11077	GAP_A	NA	2856627
11078	GAP_A	NA	2857742
11083	GAP_A	NA	2858607
11085	GAP_B	2112535	NA
11089	GAP_A	NA	2860723
11090	GAP_B	2115129	NA
11091	GAP_B	2115434	NA
11095	GAP_A	NA	2861536
11105	GAP_A	NA	2864867
11106	GAP_B	2119015	NA
11122	GAP_A	NA	2867868
11128	GAP_B	2123455	NA
11135	GAP_B	2124408	NA
11142	GAP_B	2127207	NA
11144	GAP_A	NA	2872975
11153	GAP_A	NA	2876188
11155	GAP_B	2131319	NA
11164	GAP_A	NA	2878710
11179	GAP_A	NA	2880968
11192	GAP_B	2138452	NA
11196	GAP_A	NA	2884436
11200	GAP_A	NA	2885244
11202	GAP_A	NA	2885548
11203	GAP_A	NA	2885569
11204	GAP_A	NA	2885677
11205	GAP_A	NA	2885698
11234	GAP_A	NA	2891759
11239	GAP_A	NA	2892335
11248	GAP_A	NA	2894660
11250	GAP_B	2148603	NA
11256	GAP_B	2150679	NA
11260	GAP_A	NA	2898906
11261	GAP_A	NA	2899044
11263	GAP_A	NA	2900105
11275	GAP_B	2156252	NA
11277	GAP_B	2156626	NA
11296	GAP_B	2160022	NA
11299	GAP_A	NA	2906122
11315	GAP_B	2162785	NA
11319	GAP_B	2163205	NA
11330	GAP_A	NA	2910205
11332	GAP_A	NA	2910917
11334	GAP_B	2164557	NA
11335	GAP_B	2165042	NA
11342	GAP_A	NA	2911805
11347	GAP_A	NA	2912725
11348	GAP_B	2167072	NA
11351	GAP_B	2170171	NA
11352	GAP_B	2171423	NA
11357	GAP_B	2172077	NA
11364	GAP_A	NA	2918004
11370	GAP_B	2175924	NA
11383	GAP_A	NA	2923762
11385	GAP_B	2180330	NA
11386	GAP_B	2180334	NA
11398	GAP_B	2184025	NA
11404	GAP_A	NA	2929125
11405	GAP_A	NA	2929400
11407	GAP_A	NA	2929685
11408	GAP_A	NA	2930055
11409	GAP_A	NA	2930133
11410	GAP_A	NA	2930856
11411	GAP_A	NA	2931164
11418	GAP_A	NA	2933194
11419	GAP_A	NA	2933503
11420	GAP_A	NA	2933560
11421	GAP_A	NA	2934592
11422	GAP_B	2187234	NA
11426	GAP_A	NA	2935363
11427	GAP_A	NA	2935943
11429	GAP_A	NA	2936909
11430	GAP_A	NA	2937891
11431	GAP_B	2189988	NA
11432	GAP_B	2192694	NA
11448	GAP_A	NA	2942863
11449	GAP_A	NA	2943319
11450	GAP_A	NA	2943627
11452	GAP_A	NA	2944110
11454	GAP_A	NA	2944654
11456	GAP_A	NA	2945563
11461	GAP_A	NA	2947276
11469	GAP_B	2200689	NA
11484	GAP_A	NA	2953104
11485	GAP_A	NA	2953555
11487	GAP_A	NA	2953787
11488	GAP_A	NA	2954164
11509	GAP_A	NA	2958669
11510	GAP_A	NA	2960006
11511	GAP_A	NA	2960084
11512	GAP_A	NA	2961059
11513	GAP_A	NA	2963007
11514	GAP_A	NA	2963034
11515	GAP_A	NA	2963098
11516	GAP_A	NA	2963308
11517	GAP_A	NA	2964065
11518	GAP_A	NA	2964355
11519	GAP_A	NA	2964682
11520	GAP_A	NA	2964751
11521	GAP_A	NA	2964802
11522	GAP_A	NA	2965110
11523	GAP_A	NA	2965384
11524	GAP_A	NA	2965396
11525	GAP_A	NA	2965480
11527	GAP_A	NA	2965963
11529	GAP_A	NA	2966392
11530	GAP_A	NA	2966500
11531	GAP_A	NA	2969580
11533	GAP_A	NA	2969967
11536	GAP_A	NA	2970705
11537	GAP_A	NA	2976857
11540	GAP_A	NA	2978507
11541	GAP_A	NA	2978588
11542	GAP_A	NA	2979047
11543	GAP_A	NA	2979212
11544	GAP_A	NA	2979306
11546	GAP_A	NA	2979832
11548	GAP_A	NA	2981407
11549	GAP_A	NA	2981858
11550	GAP_A	NA	2981931
11551	GAP_A	NA	2982475
11552	GAP_A	NA	2982580
11553	GAP_A	NA	2982742
11554	GAP_A	NA	2982904
11555	GAP_A	NA	2983066
11556	GAP_A	NA	2983441
11557	GAP_A	NA	2983997
11558	GAP_A	NA	2984147
11559	GAP_A	NA	2984183
11562	GAP_A	NA	2984925
11563	GAP_A	NA	2984964
11564	GAP_A	NA	2985525
11565	GAP_A	NA	2985699
11566	GAP_A	NA	2985803
11568	GAP_A	NA	2985978
11570	GAP_A	NA	2986730
11571	GAP_A	NA	2986761
11573	GAP_A	NA	2987465
11575	GAP_A	NA	2988038
11576	GAP_A	NA	2988125
11577	GAP_A	NA	2988249
11578	GAP_A	NA	2988769
11579	GAP_A	NA	2988982
11581	GAP_A	NA	2989384
11582	GAP_A	NA	2989461
11583	GAP_A	NA	2989575
11584	GAP_A	NA	2990584
11586	GAP_A	NA	2992081
11588	GAP_A	NA	2996361
11589	GAP_A	NA	2996545
11591	GAP_A	NA	2997140
11592	GAP_A	NA	2997490
11593	GAP_A	NA	2997560
11594	GAP_A	NA	2997722
11595	GAP_A	NA	2997816
11597	GAP_A	NA	2998993
11598	GAP_A	NA	2999475
11599	GAP_A	NA	3001652
11600	GAP_A	NA	3002072
11601	GAP_A	NA	3002192
11603	GAP_A	NA	3002310
11605	GAP_A	NA	3003171
11606	GAP_A	NA	3003261
11607	GAP_A	NA	3003527
11608	GAP_A	NA	3003765
11609	GAP_A	NA	3004046
11610	GAP_A	NA	3004452
11611	GAP_A	NA	3004660
11612	GAP_A	NA	3005267
11613	GAP_A	NA	3005668
11614	GAP_A	NA	3006078
11615	GAP_A	NA	3007846
11616	GAP_A	NA	3007964
11618	GAP_A	NA	3008209
11620	GAP_A	NA	3008507
11621	GAP_A	NA	3008711
11622	GAP_A	NA	3008990
11624	GAP_A	NA	3009279
11625	GAP_A	NA	3009457
11626	GAP_A	NA	3009858
11627	GAP_A	NA	3010425
11628	GAP_A	NA	3010677
11629	GAP_A	NA	3010743
11630	GAP_A	NA	3011369
11632	GAP_A	NA	3013645
11633	GAP_A	NA	3013770
11635	GAP_A	NA	3014327
11636	GAP_A	NA	3015150
11639	GAP_A	NA	3015250
11642	GAP_A	NA	3015441
11645	GAP_A	NA	3016051
11646	GAP_A	NA	3016249
11661	GAP_A	NA	3019058
11662	GAP_B	2218913	NA
11667	GAP_A	NA	3021262
11668	GAP_B	2220677	NA
11695	GAP_B	2226364	NA
11707	GAP_A	NA	3030468
11708	GAP_A	NA	3030501
11709	GAP_A	NA	3031365
11710	GAP_A	NA	3031491
11711	GAP_A	NA	3031618
11712	GAP_A	NA	3031716
11714	GAP_A	NA	3031852
11715	GAP_A	NA	3031894
11716	GAP_A	NA	3032190
11717	GAP_A	NA	3032651
11718	GAP_A	NA	3032702
11719	GAP_A	NA	3032707
11720	GAP_A	NA	3032797
11721	GAP_A	NA	3032887
11722	GAP_A	NA	3033163
11723	GAP_A	NA	3033169
11724	GAP_A	NA	3033712
11725	GAP_A	NA	3033861
11726	GAP_A	NA	3033909
11727	GAP_A	NA	3034063
11729	GAP_A	NA	3034452
11730	GAP_A	NA	3034639
11731	GAP_A	NA	3035390
11732	GAP_A	NA	3035471
11733	GAP_A	NA	3035543
11734	GAP_A	NA	3036094
11735	GAP_A	NA	3036267
11736	GAP_A	NA	3036423
11737	GAP_A	NA	3036443
11738	GAP_A	NA	3036581
11746	GAP_A	NA	3037928
11758	GAP_A	NA	3040418
11759	GAP_B	2234158	NA
11776	GAP_B	2237396	NA
11781	GAP_B	2238566	NA
11797	GAP_A	NA	3048325
11803	GAP_B	2243124	NA
